API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,TeamsActivity.Read.All,Read all users' teamwork activity feed,70dec828-f620-4914-aa83-a29117306807,"Allows the app to read all users' teamwork activity feed, without a signed-in user.",application
Microsoft Graph,TeamsActivity.Send,Send a teamwork activity to any user,a267235f-af13-44dc-8385-c1dc93023186,Allows the app to create new notifications in users' teamwork activity feeds without a signed in user. These notifications may not be discoverable or be held or governed by compliance policies.,application
Microsoft Graph,TeamsAppInstallation.Read.All,Read installed Teams apps for all installation scopes,0fdf35a5-82f8-41ff-9ded-0b761cc73512,"Allows the app to read the Teams apps that are installed in any scope, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadForChat.All,Read installed Teams apps for all chats,cc7e7635-2586-41d6-adaa-a8d3bcad5ee5,"Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadForTeam.All,Read installed Teams apps for all teams,1f615aea-6bf9-4b05-84bd-46388e138537,"Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadForUser.All,Read installed Teams apps for all users,9ce09611-f4f7-4abd-a629-a05450422a97,"Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForChat.All,Manage installation and permission grants of Teams apps for all chats,6e74eff9-4a21-45d6-bc03-3a20f61f8281,"Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Gives the ability to manage permission grants for accessing those specific chats' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForTeam.All,Manage installation and permission grants of Teams apps for all teams,b0c13be0-8e20-4bc5-8c55-963c23a39ce9,"Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Gives the ability to manage permission grants for accessing those specific teams' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentForUser.All,Manage installation and permission grants of Teams apps in a user account,32ca478f-f89e-41d0-aaf8-101deb7da510,"Allows the app to read, install, upgrade, and uninstall Teams apps in any user account, without a signed-in user. Gives the ability to manage permission grants for accessing those specific users' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,Allow the Teams app to manage itself and its permission grants for all chats,ba1ba90b-2d8f-487e-9f16-80728d85bb5c,"Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user, and manage its permission grants for accessing those specific chats' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All,Allow the Teams app to manage itself and its permission grants for all teams,1e4be56c-312e-42b8-a2c9-009600d732c0,"Allows a Teams app to read, install, upgrade, and uninstall itself for any team, without a signed-in user, and manage its permission grants for accessing those specific teams' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All,Allow the Teams app to manage itself and its permission grants in all user accounts,a87076cf-6abd-4e56-8559-4dbdf41bef96,"Allows a Teams app to read, install, upgrade, and uninstall itself for any user account, without a signed-in user, and manage its permission grants for accessing those specific users' data.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteForChat.All,Manage Teams apps for all chats,9e19bae1-2623-4c4f-ab6e-2664615ff9a0,"Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteForTeam.All,Manage Teams apps for all teams,5dad17ba-f6cc-4954-a5a2-a0dcc95154f0,"Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteForUser.All,Manage Teams apps for all users,74ef0291-ca83-4d02-8c7e-d2391e6a444f,"Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForChat.All,Allow the Teams app to manage itself for all chats,73a45059-f39c-4baf-9182-4954ac0e55cf,"Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForTeam.All,Allow the Teams app to manage itself for all teams,9f67436c-5415-4e7f-8ac1-3014a7132630,"Allows a Teams app to read, install, upgrade, and uninstall itself in any team, without a signed-in user.",application
Microsoft Graph,TeamsAppInstallation.ReadWriteSelfForUser.All,Allow the app to manage itself for all users,908de74d-f8b2-4d6b-a9ed-2a17b3b78179,"Allows a Teams app to read, install, upgrade, and uninstall itself to any user, without a signed-in user.",application
Microsoft Graph,TeamSettings.Read.All,Read all teams' settings,242607bd-1d2c-432c-82eb-bdb27baa23ab,"Read all team's settings, without a signed-in user.",application
Microsoft Graph,TeamSettings.ReadWrite.All,Read and change all teams' settings,bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f,"Read and change all teams' settings, without a signed-in user.",application
Microsoft Graph,TeamsTab.Create,Create tabs in Microsoft Teams.,49981c42-fd7b-4530-be03-e77b21aed25e,"Allows the app to create tabs in any team in Microsoft Teams, without a signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.",application
Microsoft Graph,TeamsTab.Read.All,Read tabs in Microsoft Teams.,46890524-499a-4bb2-ad64-1476b4f3e1cf,"Read the names and settings of tabs inside any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs. ",application
Microsoft Graph,TeamsTab.ReadWrite.All,Read and write tabs in Microsoft Teams.,a96d855f-016b-47d7-b51c-1218a98d791c,"Read and write tabs in any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs.",application
Microsoft Graph,TeamsTab.ReadWriteForChat.All,Allow the Teams app to manage all tabs for all chats,fd9ce730-a250-40dc-bd44-8dc8d20f39ea,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for any chat, without a signed-in user.",application
Microsoft Graph,TeamsTab.ReadWriteForTeam.All,Allow the Teams app to manage all tabs for all teams,6163d4f4-fbf8-43da-a7b4-060fe85ed148,"Allows a Teams app to read, install, upgrade, and uninstall all tabs in any team, without a signed-in user.",application
Microsoft Graph,TeamsTab.ReadWriteForUser.All,Allow the app to manage all tabs for all users,425b4b59-d5af-45c8-832f-bb0b7402348a,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for any user, without a signed-in user.",application
Microsoft Graph,TeamsTab.ReadWriteSelfForChat.All,Allow the Teams app to manage only its own tabs for all chats,9f62e4a2-a2d6-4350-b28b-d244728c4f86,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any chat, without a signed-in user.",application
Microsoft Graph,TeamsTab.ReadWriteSelfForTeam.All,Allow the Teams app to manage only its own tabs for all teams,91c32b81-0ef0-453f-a5c7-4ce2e562f449,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs in any team, without a signed-in user.",application
Microsoft Graph,TeamsTab.ReadWriteSelfForUser.All,Allow the Teams app to manage only its own tabs for all users,3c42dec6-49e8-4a0a-b469-36cff0d9da93,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any user, without a signed-in user.",application
Microsoft Graph,TeamsUserConfiguration.Read.All,Read Teams user configurations,a91eadaf-2c3c-4362-908b-fb172d208fc6,"Allows the app to read your tenant's user configurations, without a signed-in user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.",application
Microsoft Graph,TeamTemplates.Read.All,Read all available Teams Templates,6323133e-1f6e-46d4-9372-ac33a0870636,"Allows the app to read all available Teams Templates, without a signed-user.",application
